id,dut,categories,test,description,inputs,result,messages
1970,dc2-leaf2b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.1 - Peer: dc1-wan1,NOT RUN,
1971,dc2-leaf2b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.255.2.2 - Peer: dc1-wan2,NOT RUN,
1972,dc2-leaf2b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.5 - Peer: dc1-svc-leaf1a,NOT RUN,
1973,dc2-leaf2b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.0.6 - Peer: dc1-svc-leaf1b,NOT RUN,
1974,dc2-leaf2b,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 10.33.1.5 - Peer: dc1-svc-leaf1a,NOT RUN,
1975,dc2-leaf2b,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
1976,dc2-leaf2b,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
1977,dc2-leaf2b,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
1978,dc2-leaf2b,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
1979,dc2-leaf2b,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
1980,dc2-leaf2b,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
1981,dc2-leaf2b,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
1982,dc2-leaf2b,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
1983,dc2-leaf2b,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
1984,dc2-leaf2b,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
1985,dc2-leaf2b,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
1986,dc2-leaf2b,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
1987,dc2-leaf2b,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
1988,dc2-leaf2b,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
1989,dc2-leaf2b,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
1990,dc2-leaf2b,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
1991,dc2-leaf2b,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
1992,dc2-leaf2b,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
1993,dc2-leaf2b,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
1994,dc2-leaf2b,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
1995,dc2-leaf2b,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
1996,dc2-leaf2b,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
1997,dc2-leaf2b,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
1998,dc2-leaf2b,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
1999,dc2-leaf2b,STP,VerifySTPBlockedPorts,Verifies there is no STP blocked ports.,,NOT RUN,
2000,dc2-leaf2b,STP,VerifySTPCounters,Verifies there is no errors in STP BPDU packets.,,NOT RUN,
2001,dc2-leaf2b,STP,VerifySTPForwardingPorts,Verifies that all interfaces are forwarding for a provided list of VLAN(s).,,NOT RUN,
2002,dc2-leaf2b,STP,VerifySTPMode,Verifies the configured STP mode for a provided list of VLAN(s).,,NOT RUN,
2003,dc2-leaf2b,STP,VerifySTPRootPriority,Verifies the STP root priority for a provided list of VLAN or MST instance ID(s).,,NOT RUN,
2004,dc2-leaf2b,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
2005,dc2-leaf2b,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
2006,dc2-leaf2b,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
2007,dc2-leaf2b,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
2008,dc2-leaf2b,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
2009,dc2-leaf2b,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
2010,dc2-leaf2b,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2011,dc2-leaf2b,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2012,dc2-leaf2b,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
2013,dc2-leaf2b,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
2014,dc2-leaf2b,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
2015,dc2-leaf2c,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2016,dc2-leaf2c,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2017,dc2-leaf2c,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
2018,dc2-leaf2c,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
2019,dc2-leaf2c,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
2020,dc2-leaf2c,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
2021,dc2-leaf2c,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
2022,dc2-leaf2c,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
2023,dc2-leaf2c,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
2024,dc2-leaf2c,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc2-leaf2a Ethernet8,NOT RUN,
2025,dc2-leaf2c,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc2-leaf2b Ethernet8,NOT RUN,
2026,dc2-leaf2c,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
2027,dc2-leaf2c,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
2028,dc2-leaf2c,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
2029,dc2-leaf2c,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
2030,dc2-leaf2c,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
2031,dc2-leaf2c,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
2032,dc2-leaf2c,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
2033,dc2-leaf2c,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
2034,dc2-leaf2c,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
2035,dc2-leaf2c,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
2036,dc2-leaf2c,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
2037,dc2-leaf2c,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
2038,dc2-leaf2c,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
2039,dc2-leaf2c,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
2040,dc2-leaf2c,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
2041,dc2-leaf2c,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - DC2-LEAF2A_Ethernet8 = 'up',NOT RUN,
2042,dc2-leaf2c,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - DC2-LEAF2B_Ethernet8 = 'up',NOT RUN,
2043,dc2-leaf2c,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet5 - dc2-leaf2-server1_iLO = 'up',NOT RUN,
2044,dc2-leaf2c,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - DC2_L3_LEAF2_Po8 = 'up',NOT RUN,
2045,dc2-leaf2c,LANZ,VerifyLANZ,Verifies if LANZ is enabled.,,NOT RUN,
2046,dc2-leaf2c,PTP,VerifyPtpGMStatus,Verifies that the device is locked to a valid PTP Grandmaster.,,NOT RUN,
2047,dc2-leaf2c,PTP,VerifyPtpLockStatus,Verifies that the device was locked to the upstream PTP GM in the last minute.,,NOT RUN,
2048,dc2-leaf2c,PTP,VerifyPtpModeStatus,Verifies that the device is configured as a PTP Boundary Clock.,,NOT RUN,
2049,dc2-leaf2c,PTP,VerifyPtpOffset,Verifies that the PTP timing offset is within +/- 1000ns from the master clock.,,NOT RUN,
2050,dc2-leaf2c,PTP,VerifyPtpPortModeStatus,Verifies the PTP interfaces state.,,NOT RUN,
2051,dc2-leaf2c,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,,NOT RUN,
2052,dc2-leaf2c,Security,VerifyAPIHttpsSSL,Verifies if the eAPI has a valid SSL profile.,eAPI HTTPS SSL Profile: eAPI_SSL_Profile,NOT RUN,
2053,dc2-leaf2c,Security,VerifyAPIHttpStatus,Verifies if eAPI HTTP server is disabled globally.,,NOT RUN,
2054,dc2-leaf2c,Security,VerifyAPIIPv4Acl,Verifies if eAPI has the right number IPv4 ACL(s) configured for a specified VRF.,,NOT RUN,
2055,dc2-leaf2c,Security,VerifyAPIIPv6Acl,Verifies if eAPI has the right number IPv6 ACL(s) configured for a specified VRF.,,NOT RUN,
2056,dc2-leaf2c,Security,VerifyAPISSLCertificate,"Verifies the eAPI SSL certificate expiry, common subject name, encryption algorithm and key size.",,NOT RUN,
2057,dc2-leaf2c,Security,VerifyBannerLogin,Verifies the login banner of a device.,,NOT RUN,
2058,dc2-leaf2c,Security,VerifyBannerMotd,Verifies the motd banner of a device.,,NOT RUN,
2059,dc2-leaf2c,Security,VerifyIPSecConnHealth,Verifies all IPv4 security connections.,,NOT RUN,
2060,dc2-leaf2c,Security,VerifyIPv4ACL,Verifies the configuration of IPv4 ACLs.,,NOT RUN,
2061,dc2-leaf2c,Security,VerifySpecificIPSecConn,Verifies IPv4 security connections for a peer.,,NOT RUN,
2062,dc2-leaf2c,Security,VerifySSHIPv4Acl,Verifies if the SSHD agent has IPv4 ACL(s) configured.,,NOT RUN,
2063,dc2-leaf2c,Security,VerifySSHIPv6Acl,Verifies if the SSHD agent has IPv6 ACL(s) configured.,,NOT RUN,
2064,dc2-leaf2c,Security,VerifySSHStatus,Verifies if the SSHD agent is disabled in the default VRF.,,NOT RUN,
2065,dc2-leaf2c,Security,VerifyTelnetStatus,Verifies if Telnet is disabled in the default VRF.,,NOT RUN,
2066,dc2-leaf2c,Services,VerifyDNSLookup,Verifies the DNS name to IP address resolution.,,NOT RUN,
2067,dc2-leaf2c,Services,VerifyDNSServers,Verifies if the DNS servers are correctly configured.,,NOT RUN,
2068,dc2-leaf2c,Services,VerifyErrdisableRecovery,"Verifies the errdisable recovery reason, status, and interval.",,NOT RUN,
2069,dc2-leaf2c,Services,VerifyHostname,Verifies the hostname of a device.,,NOT RUN,
2070,dc2-leaf2c,SNMP,VerifySnmpIPv4Acl,Verifies if the SNMP agent has IPv4 ACL(s) configured.,,NOT RUN,
2071,dc2-leaf2c,SNMP,VerifySnmpIPv6Acl,Verifies if the SNMP agent has IPv6 ACL(s) configured.,,NOT RUN,
2072,dc2-leaf2c,SNMP,VerifySnmpStatus,Verifies if the SNMP agent is enabled.,,NOT RUN,
2073,dc2-leaf2c,Software,VerifyEOSVersion,Verifies the EOS version of the device.,,NOT RUN,
2074,dc2-leaf2c,Software,VerifyTerminAttrVersion,Verifies the TerminAttr version of the device.,,NOT RUN,
2075,dc2-leaf2c,STUN,VerifyStunClient,Verifies the STUN client is configured with the specified IPv4 source address and port. Validate the public IP and port if provided.,,NOT RUN,
2076,dc2-leaf2c,System,VerifyAgentLogs,Verifies there are no agent crash reports.,,NOT RUN,
2077,dc2-leaf2c,System,VerifyCoredump,Verifies there are no core dump files.,,NOT RUN,
2078,dc2-leaf2c,System,VerifyCPUUtilization,Verifies whether the CPU utilization is below 75%.,,NOT RUN,
2079,dc2-leaf2c,System,VerifyFileSystemUtilization,Verifies that no partition is utilizing more than 75% of its disk space.,,NOT RUN,
2080,dc2-leaf2c,System,VerifyMemoryUtilization,Verifies whether the memory utilization is below 75%.,,NOT RUN,
2081,dc2-leaf2c,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2082,dc2-leaf2c,System,VerifyNTP,Verifies if NTP is synchronised.,,NOT RUN,
2083,dc2-leaf2c,System,VerifyReloadCause,Verifies the last reload cause of the device.,,NOT RUN,
2084,dc2-leaf2c,System,VerifyUptime,Verifies the device uptime.,,NOT RUN,
2085,dc2-leaf2c,VLAN,VerifyVlanInternalPolicy,Verifies the VLAN internal allocation policy and the range of VLANs.,,NOT RUN,
2086,dc2-leaf3a.arista.com,AAA,VerifyAcctConsoleMethods,"Verifies the AAA accounting console method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2087,dc2-leaf3a.arista.com,AAA,VerifyAcctDefaultMethods,"Verifies the AAA accounting default method lists for different accounting types (system, exec, commands, dot1x).",,NOT RUN,
2088,dc2-leaf3a.arista.com,AAA,VerifyAuthenMethods,"Verifies the AAA authentication method lists for different authentication types (login, enable, dot1x).",,NOT RUN,
2089,dc2-leaf3a.arista.com,AAA,VerifyAuthzMethods,"Verifies the AAA authorization method lists for different authorization types (commands, exec).",,NOT RUN,
2090,dc2-leaf3a.arista.com,AAA,VerifyTacacsServerGroups,Verifies if the provided TACACS server group(s) are configured.,,NOT RUN,
2091,dc2-leaf3a.arista.com,AAA,VerifyTacacsServers,Verifies TACACS servers are configured for a specified VRF.,,NOT RUN,
2092,dc2-leaf3a.arista.com,AAA,VerifyTacacsSourceIntf,Verifies TACACS source-interface for a specified VRF.,,NOT RUN,
2093,dc2-leaf3a.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine1 (IP: 10.255.128.11),NOT RUN,
2094,dc2-leaf3a.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: dc2-spine2 (IP: 10.255.128.12),NOT RUN,
2095,dc2-leaf3a.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-leaf3b.arista.com (IP: 10.255.129.125),NOT RUN,
2096,dc2-leaf3a.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine1 (IP: 10.255.255.120),NOT RUN,
2097,dc2-leaf3a.arista.com,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: dc2-spine2 (IP: 10.255.255.122),NOT RUN,
2098,dc2-leaf3a.arista.com,Configuration,VerifyRunningConfigDiffs,Verifies there is no difference between the running-config and the startup-config,,NOT RUN,
2099,dc2-leaf3a.arista.com,Configuration,VerifyZeroTouch,Verifies ZeroTouch is disabled,,NOT RUN,
2100,dc2-leaf3a.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet1 - Remote: dc2-spine1 Ethernet5,NOT RUN,
2101,dc2-leaf3a.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: dc2-spine2 Ethernet5,NOT RUN,
2102,dc2-leaf3a.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: dc2-leaf3b.arista.com Ethernet3,NOT RUN,
2103,dc2-leaf3a.arista.com,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: dc2-leaf3b.arista.com Ethernet4,NOT RUN,
2104,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-leaf1a Loopback0 (IP: 10.255.0.3),NOT RUN,
2105,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-leaf1b Loopback0 (IP: 10.255.0.4),NOT RUN,
2106,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-leaf2a Loopback0 (IP: 10.255.0.5),NOT RUN,
2107,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-spine1 Loopback0 (IP: 10.255.0.1),NOT RUN,
2108,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-spine2 Loopback0 (IP: 10.255.0.2),NOT RUN,
2109,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-svc-leaf1a Loopback0 (IP: 10.33.0.5),NOT RUN,
2110,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-svc-leaf1b Loopback0 (IP: 10.33.0.6),NOT RUN,
2111,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-wan1 Loopback0 (IP: 10.255.2.1),NOT RUN,
2112,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc1-wan2 Loopback0 (IP: 10.255.2.2),NOT RUN,
2113,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf1a Loopback0 (IP: 10.255.128.13),NOT RUN,
2114,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf1b Loopback0 (IP: 10.255.128.14),NOT RUN,
2115,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf2a Loopback0 (IP: 10.255.128.15),NOT RUN,
2116,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf2b Loopback0 (IP: 10.255.128.16),NOT RUN,
2117,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf3a.arista.com Loopback0 (IP: 10.255.128.17),NOT RUN,
2118,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-leaf3b.arista.com Loopback0 (IP: 10.255.128.18),NOT RUN,
2119,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-spine1 Loopback0 (IP: 10.255.128.11),NOT RUN,
2120,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 10.255.128.17) - Destination: dc2-spine2 Loopback0 (IP: 10.255.128.12),NOT RUN,
2121,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet1 (IP: 10.255.255.121) - Destination: dc2-spine1 Ethernet5 (IP: 10.255.255.120),NOT RUN,
2122,dc2-leaf3a.arista.com,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 10.255.255.123) - Destination: dc2-spine2 Ethernet5 (IP: 10.255.255.122),NOT RUN,
2123,dc2-leaf3a.arista.com,Field Notices,VerifyFieldNotice44Resolution,Verifies that the device is using the correct Aboot version per FN0044.,,NOT RUN,
2124,dc2-leaf3a.arista.com,Field Notices,VerifyFieldNotice72Resolution,"Verifies if the device is exposed to FN0072, and if the issue has been mitigated.",,NOT RUN,
2125,dc2-leaf3a.arista.com,Greent,VerifyGreenT,Verifies if a GreenT policy is created.,,NOT RUN,
2126,dc2-leaf3a.arista.com,Greent,VerifyGreenTCounters,Verifies if the GreenT counters are incremented.,,NOT RUN,
2127,dc2-leaf3a.arista.com,Hardware,VerifyAdverseDrops,Verifies there are no adverse drops on DCS-7280 and DCS-7500 family switches.,,NOT RUN,
2128,dc2-leaf3a.arista.com,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,,NOT RUN,
2129,dc2-leaf3a.arista.com,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',NOT RUN,
2130,dc2-leaf3a.arista.com,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,,NOT RUN,
2131,dc2-leaf3a.arista.com,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',NOT RUN,
2132,dc2-leaf3a.arista.com,Hardware,VerifyEnvironmentSystemCooling,Verifies the system cooling status.,,NOT RUN,
2133,dc2-leaf3a.arista.com,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
2134,dc2-leaf3a.arista.com,Hardware,VerifyTemperature,Verifies the device temperature.,,NOT RUN,
2135,dc2-leaf3a.arista.com,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,,NOT RUN,
2136,dc2-leaf3a.arista.com,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",NOT RUN,
2137,dc2-leaf3a.arista.com,Hardware,VerifyTransceiversTemperature,Verifies the transceivers temperature.,,NOT RUN,
2138,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - P2P_LINK_TO_DC2-SPINE1_Ethernet5 = 'up',NOT RUN,
2139,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet11 - dc2-leaf3-fw1_e1 = 'up',NOT RUN,
2140,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_DC2-SPINE2_Ethernet5 = 'up',NOT RUN,
2141,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - MLAG_PEER_dc2-leaf3b.arista.com_Ethernet3 = 'up',NOT RUN,
2142,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - MLAG_PEER_dc2-leaf3b.arista.com_Ethernet4 = 'up',NOT RUN,
2143,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',NOT RUN,
2144,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',NOT RUN,
2145,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback10 - VRF10_VTEP_DIAGNOSTICS = 'up',NOT RUN,
2146,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback11 - VRF11_VTEP_DIAGNOSTICS = 'up',NOT RUN,
2147,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel11 - dc2-leaf3-fw1_PortChannel = 'up',NOT RUN,
2148,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel3 - MLAG_PEER_dc2-leaf3b.arista.com_Po3 = 'up',NOT RUN,
2149,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan11 - VRF10_VLAN11 = 'up',NOT RUN,
2150,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan12 - VRF10_VLAN12 = 'up',NOT RUN,
2151,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan21 - VRF11_VLAN21 = 'up',NOT RUN,
2152,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan22 - VRF11_VLAN22 = 'up',NOT RUN,
2153,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf VRF10 = 'up',NOT RUN,
2154,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3010 - MLAG_PEER_L3_iBGP: vrf VRF11 = 'up',NOT RUN,
2155,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',NOT RUN,
2156,dc2-leaf3a.arista.com,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',NOT RUN,
